lane	variant	run	rc	duration_s	mate_calls	queries_after
q27	pre	1	0	274	0	21
q27	pre	2	0	242	6	21
q27	pre	3	0	201	0	21
q27	pre	4	0	371	2	21
q27	pre	5	0	209	1	21
q27	post	1	0	141	5	21
q27	post	2	0	238	2	21
q27	post	3	0	281	5	21
q27	post	4	1	631	0	21
q27	post	5	0	204	5	21
