lane	variant	run	rc	duration_s	mate_calls	queries_after
kimi	bare	1	0	216	0	1
kimi	bare	2	0	203	0	1
kimi	bare	3	0	234	0	1
kimi	bare	4	0	233	0	1
kimi	bare	5	0	604	0	1
