lane	variant	run	rc	duration_s	mate_calls	queries_after
terra	pre	1	0	217	17	1
terra	pre	2	0	273	31	1
terra	pre	3	0	212	31	1
terra	pre	4	0	127	13	1
terra	pre	5	0	65	5	1
terra	post	1	0	221	15	1
terra	post	2	0	109	7	1
terra	post	3	0	222	14	1
terra	post	4	0	180	16	1
terra	post	5	0	192	19	1
