lane	variant	run	rc	duration_s	mate_calls	queries_after
q27	pre	1	0	149	2	21
q27	pre	2	0	242	0	21
q27	pre	3	0	211	7	21
q27	pre	4	0	209	4	21
q27	pre	5	0	160	6	21
q27	post	1	0	190	9	21
q27	post	2	0	196	1	21
q27	post	3	0	153	7	21
q27	post	4	0	125	5	21
q27	post	5	0	144	4	21
